start_date_local,type,name,distance,moving_time,total_elevation_gain,average_speed,max_speed,average_heartrate,max_heartrate
2022-11-18T08:38:29Z,Walk,Morning Walk,3563.3,2122,99,1.679,5.622,100.8,130
2022-11-17T16:06:02Z,Ride,Evening Ride,30646.5,5742,130,5.337,12.612,121.1,166
2022-11-15T17:42:54Z,Ride,Evening Ride,34271.7,5653,118,6.063,10.222,121.5,167
2022-11-12T08:05:43Z,Ride,Morning Ride,181300,28762,808,6.303,14.963,149.3,179
2022-11-10T20:22:58Z,Walk,Evening Walk,4251.3,3305,70,1.286,2.009,88,141
2022-11-09T16:24:20Z,Ride,Evening Ride,22213.7,3718,136,5.975,13.664,149.3,178
2022-11-08T16:51:57Z,Ride,Evening Ride,26106.6,4875,191,5.355,11.898,129.6,177
2022-11-07T14:28:39Z,Ride,Afternoon Ride,6664.6,1250,71,5.332,14.294,149,178
2022-11-06T13:04:33Z,Ride,Afternoon Ride,50679,8435,278,6.008,12.335,127.8,174
2022-11-05T10:43:44Z,Walk,Morning Walk,7818.6,5891,110,1.327,6.625,80,132
2022-11-04T10:54:09Z,Ride,Morning Ride,47696,8380,194,5.692,10.722,117.7,166
2022-11-03T20:11:12Z,Walk,Evening Walk,4124.7,2706,48,1.524,3.215,83,97
2022-11-02T12:20:44Z,Hike,Afternoon Hike,11618.8,8160,80,1.424,3.376,77.8,119
2022-11-01T12:13:36Z,Ride,Afternoon Ride,60188.7,12287,443,4.899,12.326,119.6,192
2022-10-31T12:28:52Z,Run,Afternoon Run,6370.2,2159,27,2.951,5.205,169.1,186
2022-10-30T12:00:43Z,Ride,Afternoon Ride,44215,7698,212,5.744,13.25,128.9,179
2022-10-28T17:56:11Z,Walk,Evening Walk,4344,3058,68,1.421,4.803,92.4,132
2022-10-28T10:43:47Z,Ride,Morning Ride,51028.2,9528,284,5.356,11.458,120,164
2022-10-27T11:49:33Z,Ride,Afternoon Ride,12105,2551,95,4.745,10.87,112.5,141
2022-10-25T15:45:43Z,Ride,Evening Ride,44231,7759,199,5.701,17.746,130.7,175
2022-10-25T12:39:06Z,Walk,Afternoon Walk,6027.1,4640,72,1.299,3.154,86.9,127
2022-10-24T13:20:00Z,Run,Afternoon Run,6388,2284,23,2.797,6.004,163.7,177
2022-10-23T12:17:00Z,Hike,Afternoon Hike,12357.3,9970,131,1.239,2.846,82.9,105
2022-10-22T12:26:58Z,Walk,Afternoon Walk,5704.8,5165,36,1.105,3.744,80.3,115
2022-10-20T15:20:00Z,Ride,Evening Ride,32352.3,5025,230,6.438,13.158,153.6,179
2022-10-19T19:27:37Z,Walk,Evening Walk,3995.9,3005,28,1.33,5.405,107,130
2022-10-18T15:03:13Z,Walk,Evening Walk,2961.3,2199,73,1.347,17.25,99.8,121
2022-10-18T12:32:36Z,Swim,Afternoon Swim,100,220,0,0.455,0.635,92.9,132
2022-10-18T10:57:09Z,Walk,Morning Walk,2863.2,2148,18,1.333,2.488,76.5,97
2022-10-17T18:25:51Z,Ride,Evening Ride,14618,2495,134,5.859,13.552,151.2,183
2022-10-16T16:34:52Z,Ride,Evening Ride,12340,2525,43,4.887,8.936,110.1,134
2022-10-15T12:34:54Z,Ride,Afternoon Ride,70372.3,11518,366,6.11,16.623,143.1,182
2022-10-14T16:27:29Z,Walk,Evening Walk,8055,6131,134,1.314,10.09,86.5,146
2022-10-13T19:31:14Z,Ride,Evening Ride,30882.9,6188,140,4.991,9.809,130.1,183
2022-10-12T20:45:55Z,Walk,Evening Walk,4772.2,2594,15,1.84,2.864,106.6,124
2022-10-11T13:04:01Z,Hike,Afternoon Hike,17015.4,12467,71,1.365,3.318,80.1,107
2022-10-09T11:09:38Z,Hike,Afternoon Hike,13021.2,9719,134,1.34,2.563,85.9,112
2022-10-08T10:59:18Z,Ride,Morning Ride,71407.5,13531,855,5.277,15.741,135,179
2022-10-06T13:12:16Z,Ride,Afternoon Ride,32048.3,5039,214,6.36,14.884,155.1,184
2022-10-05T20:22:15Z,Walk,Evening Walk,4297.1,2759,15,1.557,2.926,95.1,118
2022-10-04T13:04:28Z,Hike,Afternoon Hike,13117.6,12727,285,1.031,2.98,85.5,130
2022-10-01T17:57:17Z,Walk,Evening Walk,2524.5,2946,6,0.857,6.223,91.6,128
2022-10-01T11:45:45Z,Walk,Afternoon Walk,980.5,1331,6,0.737,3.922,78.9,112
2022-09-29T17:55:22Z,Run,Evening Run,6035.1,2295,17,2.63,4.538,159.6,171
2022-09-27T12:28:37Z,Ride,Afternoon Ride,50223.6,8479,226,5.923,14.388,124.1,169
2022-09-26T14:07:29Z,Ride,Afternoon Ride,44299.8,7279,209,6.086,13.174,144,179
2022-09-25T12:19:34Z,Walk,Afternoon Walk,5339.6,3765,20,1.418,2.622,92.3,116
2022-09-24T12:02:51Z,Walk,Afternoon Walk,11088,9892,48,1.121,2.52,84.1,130
2022-09-23T07:40:48Z,Ride,Morning Ride,23604.1,4305,174,5.483,14.706,120.7,156
2022-09-22T13:43:13Z,Ride,Afternoon Ride,22120.1,4051,145,5.46,13.402,130.3,180
2022-09-21T18:28:49Z,Run,Evening Run,5023.1,2004,14,2.507,4.251,143.2,162
2022-09-20T14:58:27Z,Walk,Afternoon Walk,7037.3,5726,43,1.229,4.17,77.7,103
2022-09-04T15:51:48Z,Ride,Evening Ride,30593.7,5819,119,5.258,9.667,115.9,159
2022-09-02T20:21:19Z,Walk,Evening Walk,5156.7,4007,51,1.287,2.586,82.6,113
2022-08-29T20:16:21Z,Run,Evening Run,6041,2466,20,2.45,4.572,151.3,163
2022-08-27T15:09:38Z,Ride,Evening Ride,45307.9,8136,176,5.569,12.333,110,144
2022-08-26T18:54:27Z,Ride,Evening Ride,34093,6133,207,5.559,18.076,117.5,185
2022-08-25T20:05:51Z,Walk,Evening Walk,2584.5,2012,8,1.285,2.423,75.8,95
2022-08-24T18:47:17Z,Ride,Evening Ride,30334.4,6644,145,4.566,13.906,101.6,176
2022-08-23T18:42:56Z,Ride,Evening Ride,44552.3,6412,205,6.948,16.602,149.9,196
2022-08-20T09:38:52Z,Run,Morning Run,7781.4,3356,69,2.319,4.998,147,172
2022-08-17T19:04:44Z,Ride,Evening Ride,24172.2,4395,139,5.5,14.146,118.1,172
2022-08-15T11:21:00Z,Ride,Afternoon Ride,52632,11055,308,4.761,10.508,115.3,161
2022-08-14T15:26:18Z,Ride,Evening Ride,36796.5,6645,174,5.537,11.082,121.8,173
2022-08-13T20:16:30Z,Ride,Evening Ride,30040.7,5891,140,5.099,10.142,119.8,168
2022-08-11T18:45:10Z,Ride,Evening Ride,7595.2,1829,95,4.153,11.638,111,169
2022-08-10T19:01:58Z,Run,Evening Run,6248.8,2293,24,2.725,3.934,158.5,179
2022-08-09T19:15:22Z,Ride,Evening Ride,35045.1,6147,205,5.701,15.114,123.3,175
2022-08-07T13:57:28Z,Surfing,Afternoon Surfing,5156.6,3653,11.9,1.412,8.62,84,132
2022-08-05T19:07:08Z,Kayaking,Evening Kayaking,15129.6,8115,9,1.864,3.661,80.1,120
2022-08-05T11:58:07Z,Ride,Afternoon Ride,18155.4,2856,131,6.357,13.308,150.6,184
2022-08-03T18:39:10Z,Ride,Evening Ride,10099.1,2276,100,4.437,13.788,102,154
2022-08-01T20:08:44Z,Walk,Evening Walk,3686.5,2719,53,1.356,2.388,95.7,157
2022-07-26T18:03:39Z,Walk,Evening Walk,6680.4,4796,45,1.393,2.63,76.6,103
2022-07-22T16:55:24Z,Ride,Evening Ride,25013.8,5234,138,4.779,12.708,97.9,156
2022-07-19T19:16:36Z,Ride,Evening Ride,20139.3,3912,62,5.148,10.717,96.1,125
2022-07-14T10:16:48Z,Walk,Morning Walk,23430.1,20385,270,1.149,9.331,77.2,114
2022-07-13T10:42:08Z,Walk,Morning Walk,20640.3,17302,145,1.193,8.294,77.3,103
2022-07-12T12:35:31Z,Hike,Afternoon Hike,8694.9,9324,559,0.933,3.996,114.7,182
2022-07-11T13:23:19Z,Hike,Afternoon Hike,21321.1,17699,558,1.205,12.302,89.1,145
2022-07-10T10:49:02Z,Hike,Morning Hike,22172.2,22410,1376,0.989,3.423,118.2,176
2022-07-09T15:06:17Z,Hike,Evening Hike,12124.7,11514,488,1.053,2.202,102.5,169
2022-07-08T14:19:22Z,Hike,Afternoon Hike,16024.4,15583,876,1.028,4.19,102.2,168
2022-07-07T14:44:22Z,Hike,Afternoon Hike,8097.1,9156,714,0.884,3.7,99.9,153
2022-07-06T20:12:28Z,Hike,Evening Hike,10076.2,9370,537,1.075,3.724,105.6,168
2022-07-06T11:49:48Z,Hike,Afternoon Hike,5298.9,4968,277,1.067,3.14,88.1,133
2022-07-05T10:12:31Z,Walk,Morning Walk,20022.9,17485,302,1.145,13.181,75.5,111
2022-06-26T10:34:01Z,Ride,Morning Ride,50063.3,9526,195,5.255,10.933,116.9,245
2022-06-25T10:39:14Z,Ride,Morning Ride,41033.8,10441,246,3.93,10.367,103.1,167
2022-06-24T13:44:36Z,Ride,Afternoon Ride,91138.5,16961,304,5.373,13.002,118,173
2022-06-23T17:18:28Z,Ride,Evening Ride,57878.5,10686,346,5.416,11.01,122.9,171
2022-06-22T19:26:18Z,Ride,Evening Ride,43944,7017,203,6.263,13.524,135.1,183
2022-06-19T14:26:25Z,Walk,Afternoon Walk,7397.6,6427,65,1.151,3.737,77.5,103
2022-06-18T13:52:26Z,Kayaking,Afternoon Kayaking,20023.9,17353,26,1.154,3.165,81,106
2022-06-15T18:48:05Z,Run,Evening Run,6027.1,2157,15,2.794,4.315,151.7,170
2022-06-12T17:36:01Z,Hike,Evening Hike,3037.3,2829,24,1.074,2.563,84.2,106
2022-06-09T18:01:16Z,Ride,Evening Ride,72447.2,11006,360,6.583,12.187,136.9,186
2022-06-08T20:25:12Z,Ride,Evening Ride,22135.3,4542,138,4.873,14.66,117.5,173
2022-06-07T18:57:44Z,Ride,Evening Ride,27460.2,5193,170,5.288,16.268,104.7,148
2022-06-06T17:42:10Z,Ride,Evening Ride,86443.9,13312,402,6.494,13.962,143.3,185
2022-06-03T19:28:10Z,Walk,Evening Walk,5099.7,3588,52,1.421,2.581,79.3,122
2022-06-02T19:30:11Z,Ride,Evening Ride,52444.8,9964,365,5.263,11.918,121.5,169
2022-06-01T19:26:27Z,Hike,Evening Hike,5437.6,4889,66,1.112,3.242,88.1,126
2022-05-31T21:04:29Z,Ride,Night Ride,40214.8,7188,206,5.595,13.132,119.1,163
2022-05-29T18:15:26Z,Ride,Evening Ride,25083.4,4964,136,5.053,16.458,100.1,130
2022-05-29T11:39:14Z,Hike,Afternoon Hike,8638.7,7076,104,1.221,2.62,89.1,119
2022-05-28T16:28:10Z,StandUpPaddling,Evening StandUpPaddling,3549.7,3357,0,1.057,1.8,73.8,99
2022-05-28T12:40:36Z,EBikeRide,Afternoon EBikeRide,2914.3,359,28,8.118,18.96,93.3,106
2022-05-24T16:43:35Z,Walk,Evening Walk,3522.5,3025,8,1.164,2.123,85.9,101
2022-05-23T10:21:14Z,Ride,Morning Ride,194467,43188,1905,4.503,13.628,125.9,159
2022-05-22T10:50:40Z,Ride,Morning Ride,143382,38096,1483,3.764,16.408,125,162
2022-05-21T06:50:29Z,Ride,Morning Ride,187246,43870,1868,4.268,14.013,133.6,164
2022-05-20T09:15:31Z,Ride,Morning Ride,198055,44280,1791,4.473,14.655,150.3,188
2022-05-19T15:41:11Z,Ride,Evening Ride,16000.5,4341,102,3.686,9.542,101.7,131
2022-05-17T20:13:34Z,Ride,Evening Ride,25404.2,5677,235,4.475,9.228,127.2,172
2022-05-16T20:53:58Z,Walk,Evening Walk,6093.4,4068,18,1.498,2.454,94.9,118
2022-05-15T11:54:10Z,Ride,Afternoon Ride,74019.6,12526,338,5.909,12.547,127.1,177
2022-05-14T17:18:23Z,Ride,Evening Ride,34503.9,6589,287,5.237,16.752,127,187
2022-05-13T16:46:12Z,Ride,Evening Ride,50755.7,10085,420,5.033,13.245,136.9,191
2022-05-11T19:39:02Z,Walk,Evening Walk,6095.9,4426,19,1.377,2.433,85,115
2022-05-10T19:00:49Z,Ride,Evening Ride,30352.1,5782,179,5.249,12.822,115.3,160
2022-05-08T12:44:49Z,Ride,Afternoon Ride,63274.9,14369,589,4.404,12.216,123.6,170
2022-05-07T10:26:31Z,Ride,Morning Ride,102211,25177,1012,4.06,12.664,123.2,166
2022-05-06T19:29:42Z,Ride,Evening Ride,14968.8,3796,89,3.943,10.487,110.1,138
2022-05-05T20:13:50Z,Ride,Evening Ride,20360.9,4792,100,4.249,13.417,101.3,167
2022-05-04T19:29:38Z,Run,Evening Run,6020.2,2464,26,2.443,4.06,156.6,169
2022-05-02T20:21:15Z,Walk,Evening Walk,7284.8,4920,111,1.481,2.726,96.5,151
2022-04-28T20:27:41Z,Walk,Evening Walk,6498.1,5187,71,1.253,2.706,84.7,136
2022-04-27T18:57:13Z,Ride,Evening Ride,26438.6,4582,108,5.77,9.924,129.2,168
2022-04-25T17:46:45Z,Ride,Evening Ride,50295.9,8282,181,6.073,12.594,137.1,160
2022-04-24T18:38:29Z,Run,Evening Run,8123.8,3448,36,2.356,5.7,145.8,180
2022-04-24T15:43:38Z,Walk,Evening Walk,2150.1,1631,10,1.318,2.752,100,119
2022-04-22T16:59:26Z,Ride,Evening Ride,36366.9,7221,247,5.036,13.556,125.5,176
2022-04-21T17:25:33Z,Ride,Evening Ride,60176.1,11917,308,5.05,14.104,133.6,165
2022-04-21T12:08:00Z,Run,Afternoon Run,5141,1991,28,2.582,4.064,153.5,168
2022-04-21T12:08:00Z,Run,Afternoon Run,5141,1991,28,2.582,4.064,153.5,169
2022-04-19T19:02:13Z,Ride,Evening Ride,70118.1,11162,249,6.282,13.915,155.8,179
2022-04-18T15:36:37Z,Walk,Evening Walk,5331.8,4326,76,1.233,2.266,94.4,117
2022-04-17T20:17:56Z,Ride,Evening Ride,23017.7,3822,83,6.022,9.056,128.6,160
2022-04-17T10:41:40Z,Walk,Morning Walk,2523.8,2344,11,1.077,3.219,69.7,90
2022-04-16T15:35:47Z,Ride,Evening Ride,35091.1,6340,153,5.535,11.314,135.9,173
2022-04-14T19:04:32Z,Ride,Evening Ride,15148.9,2945,136,5.144,15.478,134.5,167
2022-04-14T18:01:24Z,Run,Evening Run,7084.8,2872,24,2.467,3.959,156.2,172
2022-04-13T19:35:20Z,Ride,Evening Ride,30156.2,5692,142,5.298,12.43,137.2,173
2022-04-11T20:09:50Z,Walk,Evening Walk,5359.2,3616,67,1.482,2.6,98.3,149
2022-04-10T11:10:39Z,Ride,Afternoon Ride,100446,17956,419,5.594,16.084,145.1,191
2022-04-09T14:31:49Z,Hike,Afternoon Hike,6501.7,4632,98,1.404,3.53,99.7,159
2022-04-07T19:37:54Z,Walk,Evening Walk,8405,6272,82,1.34,2.514,99.6,140
2022-04-07T12:18:17Z,Run,Afternoon Run,4607.7,1784,51,2.583,3.894,169.5,181
2022-04-03T14:58:54Z,Ride,Afternoon Ride,32271.6,7225,154,4.467,10.205,118,175
2022-04-02T10:16:07Z,Walk,Morning Walk,5164.7,4023,33,1.284,3.633,110.9,156
2022-04-01T12:06:44Z,Ride,Afternoon Ride,5013.2,868,16,5.776,8.864,107.4,135
2022-04-01T08:13:25Z,Ride,Morning Ride,2375,433,11,5.485,7.499,91.4,110
2022-03-31T17:50:46Z,Ride,Evening Ride,43249.5,8517,204,5.078,13.052,135.5,185
2022-03-27T13:53:13Z,Ride,Afternoon Ride,36810.1,8674,120,4.244,8.233,120.2,157
2022-03-25T17:07:19Z,Ride,Evening Ride,35798.5,6868,266,5.212,12.388,125.3,175
2022-03-23T19:03:24Z,Walk,Evening Walk,5770.4,3834,82,1.505,4.623,95.3,137
2022-03-22T17:59:47Z,Ride,Evening Ride,32877,6665,227,4.933,13.592,148.8,190
2022-03-20T14:19:55Z,Ride,Afternoon Ride,64006.2,12011,252,5.329,10.566,141,179
2022-03-19T13:44:59Z,Walk,Afternoon Walk,5526.4,5533,60,0.999,6.95,92.3,134
2022-03-16T17:37:24Z,Ride,Evening Ride,41706.9,7116,148,5.861,15.16,142.7,177
2022-03-12T11:35:19Z,Hike,Afternoon Hike,15403.6,12677,61,1.215,3.658,85.2,125
2022-03-11T18:57:21Z,Walk,Evening Walk,2765.3,2676,27,1.033,6.068,90.1,124
2022-03-09T18:03:54Z,Walk,Evening Walk,6256.4,4701,27,1.331,2.546,94.6,119
2022-03-06T12:58:43Z,Ride,Afternoon Ride,32715.8,7787,255,4.201,8.708,138.6,182
2022-03-04T16:41:10Z,Walk,Evening Walk,4690.6,3452,77,1.359,2.712,89.1,126
2022-03-03T18:52:56Z,Ride,Evening Ride,20522.4,3874,84,5.297,12.032,131.6,174
2022-02-27T15:56:33Z,Ride,Evening Ride,25017.8,4880,122,5.127,9.865,118.2,151
2022-02-25T09:11:46Z,Snowboard,Morning Snowboard,48761.6,6776,0,7.196,21.186,102.8,135
2022-02-24T09:04:38Z,Snowboard,Morning Snowboard,57034.8,8980,0,6.351,16.958,103.3,126
2022-02-23T12:35:07Z,Hike,Afternoon Hike,8980.6,8870,54,1.012,2.132,98.9,129
2022-02-23T10:04:42Z,Hike,Morning Hike,4301.7,4516,466,0.953,3.101,123.3,175
2022-02-22T09:12:55Z,Snowboard,Morning Snowboard,44780.1,6600,0,6.785,17.922,96.1,119
2022-02-21T09:48:22Z,Snowboard,Morning Snowboard,34000.4,6544,0,5.196,16.44,103.3,132
2022-02-20T10:01:42Z,Snowboard,Morning Snowboard,38129.6,7137,0,5.343,16.798,146.9,192
2022-02-16T13:03:10Z,Walk,Afternoon Walk,7015.3,5133,40,1.367,3.992,99.5,139
2022-02-13T12:23:46Z,Hike,Afternoon Hike,10055.6,8910,303,1.129,2.248,103.7,147
2022-02-12T12:02:30Z,Ride,Afternoon Ride,43563,8772,176,4.966,10.313,123.8,165
2022-02-10T19:54:52Z,Walk,Evening Walk,2044.9,1490,17,1.372,2.239,80.6,111
2022-02-07T17:47:56Z,WeightTraining,Evening WeightTraining,0,5409,0,0,0,112.3,147
2022-02-06T15:29:23Z,Walk,Evening Walk,3032.1,2093,25,1.449,2.219,99.5,126
2022-02-06T14:09:55Z,Walk,Afternoon Walk,3327.3,2393,24,1.39,2.976,82.3,103
2022-02-05T12:53:25Z,Hike,Afternoon Hike,6661.6,5675,112,1.174,2.412,101.8,142
2022-02-02T12:01:13Z,Walk,Afternoon Walk,3619.8,2097,41,1.726,2.517,118.4,152
2022-02-01T20:46:38Z,Walk,Evening Walk,4264.5,3033,52,1.406,3.226,112.4,130
2022-01-27T18:03:25Z,WeightTraining,Evening WeightTraining,0,3373,0,0,0,130.5,159
2022-01-23T09:03:37Z,Hike,Morning Hike,16001.5,12079,95,1.325,3.368,112.8,149
2022-01-22T15:10:15Z,Walk,Evening Walk,8407.7,6999,79,1.201,5.059,102.9,160
2022-01-16T15:21:55Z,Walk,Evening Walk,4344.8,2967,60,1.464,3.046,100.4,135
2022-01-15T13:33:53Z,Ride,Afternoon Ride,41293.7,9014,358,4.581,13.452,142.7,189
2022-01-11T17:41:07Z,WeightTraining,Evening WeightTraining,0,5320,0,0,0,132.8,176
2022-01-10T20:11:32Z,Ride,Evening Ride,17391.1,3607,47,4.821,10.43,124.1,170
2022-01-09T10:11:22Z,Ride,Morning Ride,31533.8,5429,189,5.808,12.426,149.9,183
